year,state_fips,county_fips,n_patents,n_inventors
2006,20,133,3,4
2006,20,139,3,2
2006,20,143,4,6
2006,20,149,2,2
2006,20,151,1,1
2006,20,153,1,1
2006,20,155,4,4
2006,20,159,1,1
2006,20,161,18,29
2006,20,167,1,1
2006,20,169,8,8
2006,20,173,122,119
2006,20,177,30,23
2006,20,191,2,2
2006,20,193,2,1
2006,20,209,10,9
2006,21,3,7,3
2006,21,9,3,2
2006,21,13,1,1
2006,21,15,49,38
2006,21,17,1,2
2006,21,19,5,4
2006,21,21,6,8
2006,21,23,1,1
2006,21,25,1,1
2006,21,27,1,1
2006,21,29,5,5
2006,21,33,2,2
2006,21,35,2,3
2006,21,37,25,17
2006,21,43,1,1
2006,21,45,3,2
2006,21,47,11,6
2006,21,49,16,14
2006,21,51,1,1
2006,21,53,1,1
2006,21,59,9,12
2006,21,65,6,2
2006,21,67,224,300
2006,21,69,1,1
2006,21,71,4,3
2006,21,73,6,6
2006,21,79,4,5
2006,21,81,1,1
2006,21,83,2,2
2006,21,85,1,1
2006,21,89,4,3
2006,21,91,1,1
2006,21,93,18,15
2006,21,99,1,1
2006,21,101,4,3
2006,21,103,1,1
2006,21,107,4,8
2006,21,111,155,204
2006,21,113,35,24
2006,21,117,68,43
2006,21,137,3,3
2006,21,141,4,2
2006,21,145,10,12
2006,21,147,1,1
2006,21,151,23,19
2006,21,157,1,1
2006,21,161,2,2
2006,21,167,9,5
2006,21,173,1,1
2006,21,179,2,2
2006,21,185,24,29
2006,21,187,2,2
2006,21,193,2,2
2006,21,197,8,5
2006,21,199,1,1
2006,21,203,1,1
2006,21,205,1,1
2006,21,209,39,32
2006,21,211,14,8
2006,21,215,8,6
2006,21,217,1,1
2006,21,219,4,2
2006,21,223,1,1
2006,21,225,19,11
2006,21,227,24,22
2006,21,233,1,1
2006,21,239,19,13
2006,22,1,4,4
2006,22,3,1,1
2006,22,5,12,12
2006,22,11,1,1
2006,22,15,7,3
2006,22,17,23,28
2006,22,19,13,14
2006,22,31,3,2
2006,22,33,102,122
2006,22,37,5,6
2006,22,39,1,1
2006,22,41,4,3
2006,22,43,1,1
2006,22,45,14,12
2006,22,47,1,1
2006,22,51,50,53
2006,22,55,57,66
2006,22,57,4,3
2006,22,61,8,10
2006,22,63,9,9
2006,22,65,1,1
2006,22,71,43,45
2006,22,73,11,11
2006,22,79,9,11
2006,22,87,4,4
2006,22,89,3,3
2006,22,93,1,1
2006,22,95,3,3
2006,22,99,6,5
2006,22,101,2,2
2006,22,103,42,53
2006,22,105,5,6
2006,22,109,18,27
2006,22,115,1,1
2006,22,119,2,2
2006,22,121,2,2
2006,22,125,6,2
2006,23,1,11,9
2006,23,5,111,107
2006,23,7,2,2
2006,23,9,7,8
2006,23,11,11,12
2006,23,13,12,12
2006,23,15,2,2
2006,23,17,166,111
2006,23,19,20,26
2006,23,21,1,1
2006,23,23,12,8
2006,23,25,2,3
2006,23,27,5,5
2006,23,29,2,2
2006,23,31,85,76
2006,24,1,17,10
2006,24,3,193,178
2006,24,5,350,265
2006,24,9,15,14
2006,24,11,3,4
2006,24,13,135,101
2006,24,15,116,65
2006,24,17,25,28
2006,24,19,5,5
2006,24,21,136,127
2006,24,25,148,120
2006,24,27,359,292
2006,24,29,2,2
2006,24,31,881,903
2006,24,33,165,147
2006,24,35,11,7
2006,24,37,7,11
2006,24,39,3,3
2006,24,41,4,4
2006,24,43,28,24
2006,24,45,19,18
2006,24,47,2,2
2006,24,510,346,269
2006,25,1,101,84
2006,25,3,54,39
2006,25,5,325,247
2006,25,7,8,6
2006,25,9,961,792
2006,25,11,17,22
2006,25,13,144,119
2006,25,15,126,98
2006,25,17,4571,4529
2006,25,19,4,4
2006,25,21,1445,1094
2006,25,23,267,210
2006,25,25,578,428
2006,25,27,1142,892
2006,26,3,2,2
2006,26,5,56,40
2006,26,7,3,3
2006,26,9,9,8
2006,26,15,27,15
2006,26,17,38,39
2006,26,19,4,2
2006,26,21,121,82
2006,26,23,5,6
2006,26,25,50,47
2006,26,27,15,14
2006,26,29,12,20
2006,26,31,1,1
2006,26,35,41,20
2006,26,37,4,4
2006,26,41,5,7
2006,26,43,9,7
2006,26,45,11,12
2006,26,47,17,11
2006,26,49,187,155
2006,26,51,8,8
2006,26,53,32,8
2006,26,55,27,22
2006,26,57,1,3
2006,26,59,13,9
2006,26,61,21,31
2006,26,63,3,3
2006,26,65,120,133
2006,26,67,19,7
2006,26,69,1,1
2006,26,71,45,35
2006,26,73,4,3
2006,26,75,26,24
2006,26,77,132,154
2006,26,79,1,1
2006,26,81,294,278
2006,26,85,1,1
2006,26,87,59,52
2006,26,89,1,1
2006,26,91,44,47
2006,26,93,345,187
2006,26,97,3,4
2006,26,99,519,463
2006,26,101,2,2
2006,26,103,22,20
2006,26,105,3,2
2006,26,107,48,39
2006,26,109,7,9
2006,26,111,149,194
2006,26,113,1,1
2006,26,115,88,57
2006,26,117,5,5
2006,26,119,1,1
2006,26,121,23,27
2006,26,123,6,5
2006,26,125,2006,1857
2006,26,127,2,2
2006,26,131,1,1
2006,26,133,5,5
2006,26,137,19,12
2006,26,139,210,244
2006,26,145,64,68
2006,26,147,50,39
2006,26,149,95,61
2006,26,151,5,6
2006,26,153,1,1
2006,26,155,14,11
2006,26,157,23,19
2006,26,159,34,20
2006,26,161,879,799
2006,26,163,1046,906
2006,26,165,26,22
2006,27,1,2,2
2006,27,3,567,346
2006,27,5,9,8
2006,27,7,10,15
2006,27,9,2,2
2006,27,13,21,16
2006,27,15,5,4
2006,27,17,14,13
2006,27,19,198,150
2006,27,21,4,4
2006,27,23,1,7
2006,27,25,45,32
2006,27,27,7,6
2006,27,29,1,1
2006,27,31,7,5
2006,27,33,451,285
2006,27,35,10,9
2006,27,37,542,407
2006,27,39,47,22
2006,27,41,14,15
2006,27,43,2,2
2006,27,45,17,12
2006,27,47,2,1
2006,27,49,48,27
2006,27,51,6,4
2006,27,53,1972,1691
2006,27,55,20,7
2006,27,57,2,4
2006,27,59,18,16
2006,27,61,10,8
2006,27,63,4,5
2006,27,65,6,6
2006,27,67,25,13
2006,27,69,3,1
2006,27,71,1,1
2006,27,75,3,3
2006,27,79,17,14
2006,27,83,2,3
2006,27,85,30,33
2006,27,91,3,3
2006,27,93,22,26
2006,27,95,16,13
2006,27,97,4,6
2006,27,99,9,6
2006,27,101,1,1
2006,27,103,7,8
2006,27,105,4,6
2006,27,109,493,496
2006,27,111,5,5
2006,27,113,2,2
2006,27,115,1,1
2006,27,117,1,1
2006,27,121,10,7
2006,27,123,841,515
2006,27,127,14,6
2006,27,129,25,3
2006,27,131,40,29
2006,27,135,18,31
2006,27,137,38,33
2006,27,139,250,165
2006,27,141,78,56
2006,27,143,4,3
2006,27,145,42,39
2006,27,147,41,29
2006,27,149,1,1
2006,27,151,3,4
2006,27,153,1,1
2006,27,157,20,13
2006,27,159,1,1
2006,27,161,9,9
2006,27,163,722,599
2006,27,167,1,1
2006,27,169,37,21
2006,27,171,116,81
2006,28,1,2,2
2006,28,3,3,3
2006,28,9,1,2
2006,28,11,10,3
2006,28,19,2,2
2006,28,25,2,2
2006,28,27,1,1
2006,28,31,1,1
2006,28,33,55,35
2006,28,35,18,21
2006,28,39,1,1
2006,28,45,7,6
2006,28,47,38,23
2006,28,49,18,14
2006,28,57,8,4
2006,28,59,14,8
2006,28,65,1,2
2006,28,67,6,6
2006,28,71,11,13
2006,28,73,4,1
2006,28,75,5,7
2006,28,79,1,2
2006,28,81,27,22
2006,28,83,1,1
2006,28,85,1,1
2006,28,87,9,6
2006,28,89,14,12
2006,28,93,7,4
2006,28,95,4,2
2006,28,99,3,4
2006,28,101,1,1
2006,28,105,20,23
2006,28,109,7,4
2006,28,111,1,1
2006,28,113,1,1
2006,28,115,6,6
2006,28,121,8,6
2006,28,123,10,4
2006,28,127,1,1
2006,28,137,7,3
2006,28,139,1,1
2006,28,141,1,1
2006,28,143,1,1
2006,28,145,8,5
2006,28,149,3,6
2006,28,151,14,6
2006,28,159,1,1
2006,29,3,4,2
2006,29,7,1,1
2006,29,9,2,3
2006,29,15,1,1
2006,29,19,50,61
2006,29,21,2,2
2006,29,23,2,2
2006,29,29,12,6
2006,29,31,7,8
2006,29,37,45,24
2006,29,39,1,1
2006,29,43,16,12
2006,29,47,21,19
2006,29,49,3,2
2006,29,51,10,8
2006,29,53,2,2
2006,29,55,2,2
2006,29,57,1,1
2006,29,59,1,1
2006,29,63,1,1
2006,29,65,1,1
2006,29,67,2,1
2006,29,71,37,27
2006,29,75,1,1
2006,29,77,40,40
2006,29,79,1,2
2006,29,81,1,2
2006,29,83,2,2
2006,29,89,1,1
2006,29,91,4,5
2006,29,93,1,2
2006,29,95,232,186
2006,29,97,28,25
2006,29,99,46,34
2006,29,101,94,75
2006,29,107,4,3
2006,29,113,10,6
2006,29,117,1,1
2006,29,119,1,1
2006,29,127,3,3
2006,29,131,6,2
2006,29,135,1,1
2006,29,137,1,2
2006,29,141,1,1
2006,29,145,1,1
2006,29,157,1,2
2006,29,159,1,1
2006,29,161,18,28
2006,29,163,1,1
2006,29,165,46,33
2006,29,167,1,1
2006,29,169,2,3
2006,29,175,1,1
2006,29,177,2,2
2006,29,183,162,132
2006,29,186,1,1
2006,29,187,16,12
2006,29,189,749,830
2006,29,195,6,3
2006,29,199,1,1
2006,29,201,1,1
2006,29,207,3,4
2006,29,209,17,3
2006,29,211,2,3
2006,29,213,3,3
2006,29,215,2,2
2006,29,219,21,13
2006,29,221,1,1
2006,29,225,2,2
2006,29,229,2,2
2006,29,510,25,30
2006,30,1,2,2
2006,30,7,1,1
2006,30,9,2,2
2006,30,13,6,7
2006,30,29,23,24
2006,30,31,54,79
2006,30,35,1,2
2006,30,37,1,1
2006,30,43,1,1
2006,30,47,8,10
2006,30,49,7,2
2006,30,57,1,1
2006,30,59,1,1
2006,30,63,12,12
2006,30,67,3,3
2006,30,81,5,5
2006,30,93,8,9
2006,30,99,1,1
2006,30,105,1,1
2006,30,111,11,14
2006,31,1,4,5
2006,31,3,1,1
2006,31,13,1,1
2006,31,19,13,12
2006,31,23,1,1
2006,31,25,1,1
2006,31,27,2,2
2006,31,29,1,1
2006,31,31,1,1
2006,31,33,5,9
2006,31,47,6,6
2006,31,53,4,3
2006,31,55,164,153
2006,31,67,8,8
2006,31,79,4,5
2006,31,81,1,1
2006,31,87,1,1
2006,31,95,1,1
2006,31,101,3,4
2006,31,107,5,2
2006,31,109,86,118
2006,31,119,1,1
2006,31,127,1,1
2006,31,131,2,2
2006,31,139,2,1
2006,31,141,4,7
2006,31,145,2,2
2006,31,153,12,12
2006,31,155,4,4
2006,31,157,1,1
2006,31,159,4,3
2006,31,161,1,1
2006,31,173,2,2
2006,31,175,1,2
2006,31,177,2,2
2006,31,179,4,3
2006,31,185,4,2
2006,32,1,4,6
2006,32,3,417,357
2006,32,5,40,33
2006,32,19,4,3
2006,32,27,2,3
2006,32,29,1,1
2006,32,31,263,209
2006,32,510,52,30
2006,33,1,18,18
2006,33,3,19,10
2006,33,5,35,24
2006,33,7,2,2
2006,33,9,76,85
2006,33,11,596,541
2006,33,13,93,81
2006,33,15,408,300
2006,33,17,101,71
2006,33,19,29,23
2006,34,1,20,19
2006,34,3,795,525
2006,34,5,246,192
2006,34,7,154,126
2006,34,9,18,11
2006,34,11,11,8
2006,34,13,420,296
2006,34,15,100,67
2006,34,17,300,194
2006,34,19,497,313
2006,34,21,803,615
2006,34,23,995,692
2006,34,25,907,636
2006,34,27,1026,688
2006,34,29,148,129
2006,34,31,220,152
2006,34,33,15,14
2006,34,35,856,569
2006,34,37,359,286
2006,34,39,731,490
2006,34,41,284,172
2006,35,1,301,400
2006,35,5,4,3
2006,35,7,2,9
2006,35,9,4,1
2006,35,13,30,24
2006,35,15,3,4
2006,35,17,2,2
2006,35,25,1,1
2006,35,28,60,93
2006,35,31,1,1
2006,35,33,1,1
2006,35,35,3,3
2006,35,39,2,2
2006,35,43,88,47
2006,35,45,6,6
2006,35,47,4,1
2006,35,49,86,71
2006,35,53,2,2
2006,35,55,1,1
2006,35,61,10,9
2006,36,1,289,215
2006,36,3,12,9
2006,36,5,60,50
2006,36,7,143,171
2006,36,9,11,13
2006,36,11,52,39
2006,36,13,22,27
2006,36,15,113,99
2006,36,17,7,7
2006,36,19,32,25
2006,36,21,32,23
2006,36,23,29,23
2006,36,25,4,3
2006,36,27,975,832
2006,36,29,328,385
2006,36,31,3,2
2006,36,33,4,1
2006,36,35,23,18
2006,36,37,19,21
2006,36,39,9,6
2006,36,41,1,1
2006,36,43,3,4
2006,36,45,16,22
2006,36,47,367,264
2006,36,49,1,3
2006,36,51,48,27
2006,36,53,40,27
2006,36,55,1232,1326
2006,36,57,18,13
2006,36,59,722,566
2006,36,61,1643,1261
2006,36,63,68,61
2006,36,65,48,44
2006,36,67,340,273
2006,36,69,146,88
2006,36,71,199,130
2006,36,73,17,10
2006,36,75,9,10
2006,36,77,13,14
2006,36,79,229,119
2006,36,81,9,3
2006,36,83,119,92
2006,36,85,69,50
2006,36,87,242,169
2006,36,89,84,54
2006,36,91,490,380
2006,36,93,502,395
2006,36,95,18,9
2006,36,97,11,8
2006,36,99,18,14
2006,36,101,150,184
2006,36,103,730,637
2006,36,105,11,11
2006,36,107,64,49
2006,36,109,219,211
2006,36,111,209,152
2006,36,113,29,23
2006,36,115,2,2
2006,36,117,175,100
2006,36,119,1552,1093
2006,36,121,17,10
2006,36,123,6,7
2006,37,1,45,34
2006,37,3,12,9
2006,37,7,1,1
2006,37,9,3,3
2006,37,11,1,1
2006,37,13,3,4
2006,37,19,5,6
2006,37,21,35,42
2006,37,23,6,8
2006,37,25,45,37
2006,37,27,27,11
2006,37,31,4,4
2006,37,33,1,1
2006,37,35,82,74
2006,37,37,61,30
2006,37,39,2,2
2006,37,43,3,3
2006,37,45,3,3
2006,37,47,3,3
2006,37,49,30,15
2006,37,51,17,11
2006,37,53,1,1
2006,37,57,17,13
2006,37,59,20,12
2006,37,61,1,3
2006,37,63,515,406
2006,37,65,2,4
2006,37,67,157,160
2006,37,69,13,8
2006,37,71,40,38
2006,37,73,4,1
2006,37,75,3,2
2006,37,77,11,7
2006,37,81,216,204
2006,37,83,3,3
2006,37,85,19,22
2006,37,87,4,3
2006,37,89,63,25
2006,37,91,1,1
2006,37,93,1,1
2006,37,97,72,55
2006,37,99,3,3
2006,37,101,34,26
2006,37,105,19,15
2006,37,107,5,4
2006,37,109,23,19
2006,37,111,5,5
2006,37,113,1,1
2006,37,115,5,4
2006,37,117,1,1
2006,37,119,367,343
2006,37,121,4,4
2006,37,125,16,13
2006,37,127,16,14
2006,37,129,54,57
2006,37,131,1,1
2006,37,133,7,4
2006,37,135,517,318
2006,37,137,3,3
2006,37,141,5,5
2006,37,145,42,12
2006,37,147,48,41
2006,37,149,1,1
2006,37,151,10,7
2006,37,153,1,1
2006,37,155,3,3
2006,37,157,6,5
2006,37,159,10,7
2006,37,161,6,6
2006,37,165,15,8
2006,37,167,5,4
2006,37,169,12,11
2006,37,171,11,9
2006,37,175,9,7
2006,37,177,2,2
2006,37,179,58,43
2006,37,181,3,3
2006,37,183,1818,1756
2006,37,189,8,6
2006,37,191,3,2
2006,37,193,8,9
2006,37,195,10,8
2006,37,197,11,7
2006,37,199,4,3
2006,38,3,1,1
2006,38,15,13,16
2006,38,17,68,87
2006,38,21,1,1
2006,38,29,8,5
2006,38,57,1,1
2006,38,59,5,5
2006,38,67,1,1
2006,38,71,2,3
2006,38,73,5,7
2006,38,77,9,11
2006,38,81,2,2
2006,38,89,1,1
2006,38,93,16,5
2006,38,97,10,13
2006,38,101,1,1
2006,38,103,1,1
2006,38,105,1,1
2006,39,1,1,1
2006,39,3,6,5
2006,39,5,17,13
2006,39,7,13,13
2006,39,9,20,21
2006,39,11,16,14
2006,39,13,2,2
2006,39,15,1,1
2006,39,17,220,144
2006,39,19,3,3
2006,39,21,9,10
2006,39,23,26,29
2006,39,25,108,47
2006,39,27,87,25
2006,39,29,45,16
2006,39,31,9,4
2006,39,33,4,3
2006,39,35,874,759
2006,39,37,47,34
2006,39,39,8,7
2006,39,41,127,97
2006,39,43,19,25
2006,39,45,131,87
2006,39,47,4,4
2006,39,49,543,559
2006,39,51,14,9
2006,39,55,131,81
2006,39,57,80,63
2006,39,59,11,9
2006,39,61,1034,942
2006,39,63,13,10
2006,39,65,4,3
2006,39,67,18,14
2006,39,69,3,3
2006,39,71,23,4
2006,39,73,7,4
2006,39,77,22,19
2006,39,81,5,4
2006,39,83,13,13
2006,39,85,180,135
2006,39,87,14,9
2006,39,89,71,65
2006,39,91,6,5
2006,39,93,169,129
2006,39,95,155,137
2006,39,97,27,21
2006,39,99,44,44
2006,39,101,16,10
2006,39,103,222,138
2006,39,107,14,19
2006,39,109,76,63
2006,39,111,6,6
2006,39,113,250,208
2006,39,117,1,1
2006,39,119,3,7
2006,39,121,1,1
2006,39,123,9,9
2006,39,125,9,4
2006,39,127,4,4
2006,39,129,6,7
2006,39,133,171,102
2006,39,135,13,15
2006,39,137,4,6
2006,39,139,15,14
2006,39,141,16,12
2006,39,143,7,5
2006,39,145,6,7
2006,39,147,7,5
2006,39,149,45,28
2006,39,151,322,286
2006,39,153,586,469
2006,39,155,41,35
2006,39,157,63,28
2006,39,159,46,43
2006,39,161,2,2
2006,39,163,2,2
2006,39,165,473,312
2006,39,167,16,16
2006,39,169,118,63
2006,39,171,13,15
2006,39,173,73,61
2006,39,175,3,3
2006,40,9,1,1
2006,40,11,4,2
2006,40,13,3,4
2006,40,17,17,15
2006,40,19,9,10
2006,40,21,6,6
2006,40,23,2,2
2006,40,27,33,33
2006,40,31,2,2
2006,40,33,3,2
2006,40,35,3,2
2006,40,37,5,5
2006,40,41,4,3
2006,40,47,3,4
2006,40,49,1,1
2006,40,51,20,10
2006,40,61,1,1
2006,40,63,1,2
2006,40,65,1,1
2006,40,67,2,2
2006,40,71,10,26
2006,40,79,1,1
2006,40,81,2,2
2006,40,83,5,5
2006,40,87,2,2
2006,40,91,1,1
2006,40,93,3,2
2006,40,95,2,2
2006,40,97,4,4
2006,40,101,5,2
2006,40,103,12,11
2006,40,105,3,2
2006,40,109,114,123
2006,40,111,3,2
2006,40,113,3,3
2006,40,115,6,9
2006,40,117,1,1
2006,40,119,43,55
2006,40,121,1,1
2006,40,123,11,7
2006,40,125,5,6
2006,40,129,1,1
2006,40,131,20,21
2006,40,133,1,1
2006,40,135,3,3
2006,40,137,139,96
2006,40,143,150,187
2006,40,145,6,3
2006,40,147,51,86
2006,41,1,2,2
2006,41,3,346,288
2006,41,5,446,292
2006,41,7,2,2
2006,41,9,12,9
2006,41,11,4,4
2006,41,13,2,2
2006,41,15,2,2
2006,41,17,69,75
2006,41,19,5,5
2006,41,23,1,1
2006,41,25,4,4
2006,41,27,13,12
2006,41,29,37,38
2006,41,31,7,5
2006,41,33,11,12
2006,41,35,14,8
2006,41,39,110,133
2006,41,41,10,7
2006,41,43,55,43
2006,41,45,4,5
2006,41,47,59,48
2006,41,51,1264,1015
2006,41,53,13,13
2006,41,57,5,4
2006,41,59,4,6
2006,41,63,1,1
2006,41,65,1,1
2006,41,67,1114,930
2006,41,71,87,44
2006,42,1,19,13
2006,42,3,830,874
2006,42,5,22,9
2006,42,7,71,48
2006,42,9,11,10
2006,42,11,131,103
2006,42,13,20,15
2006,42,15,30,24
2006,42,17,743,588
2006,42,19,90,65
2006,42,21,12,13
2006,42,23,3,2
2006,42,25,11,8
2006,42,27,74,97
2006,42,29,700,583
2006,42,33,4,4
2006,42,35,11,10
2006,42,37,16,15
2006,42,39,14,6
2006,42,41,73,55
2006,42,43,135,123
2006,42,45,510,384
2006,42,47,2,3
2006,42,49,93,101
2006,42,51,34,29
2006,42,55,20,20
2006,42,57,3,2
2006,42,59,1,1
2006,42,61,14,14
2006,42,63,7,6
2006,42,65,4,2
2006,42,69,46,32
2006,42,71,195,217
2006,42,73,42,32
2006,42,75,35,24
2006,42,77,375,317
2006,42,79,52,43
2006,42,81,27,29
2006,42,83,13,12
2006,42,85,34,29
2006,42,87,3,4
2006,42,89,54,40
2006,42,91,904,851
2006,42,95,337,221
2006,42,97,8,8
2006,42,99,10,7
2006,42,101,352,240
2006,42,103,10,9
2006,42,105,2,2
2006,42,107,28,20
2006,42,109,5,5
2006,42,111,11,8
2006,42,115,8,7
2006,42,117,17,11
2006,42,119,6,5
2006,42,121,48,39
2006,42,123,5,10
2006,42,125,89,60
2006,42,127,9,9
2006,42,129,267,218
2006,42,131,6,3
2006,42,133,200,155
2006,44,1,67,42
2006,44,3,91,79
2006,44,5,76,67
2006,44,7,272,220
2006,44,9,96,85
2006,45,3,42,30
2006,45,5,27,20
2006,45,7,88,59
2006,45,9,1,1
2006,45,11,1,1
2006,45,13,36,20
2006,45,15,9,8
2006,45,19,85,70
2006,45,21,5,3
2006,45,23,2,2
2006,45,25,3,2
2006,45,27,5,7
2006,45,29,1,1
2006,45,31,16,18
2006,45,33,1,1
2006,45,35,29,25
2006,45,37,2,2
2006,45,39,1,1
2006,45,41,23,23
2006,45,43,10,10
2006,45,45,327,352
2006,45,47,7,8
2006,45,49,2,2
2006,45,51,38,32
2006,45,53,17,2
2006,45,55,6,4
2006,45,57,1,1
2006,45,59,6,4
2006,45,63,59,41
2006,45,65,1,1
2006,45,67,1,1
2006,45,69,1,1
2006,45,71,1,1
2006,45,73,40,34
2006,45,75,1,1
2006,45,77,69,66
2006,45,79,81,78
2006,45,83,102,103
2006,45,85,11,9
2006,45,87,3,3
2006,45,89,1,1
2006,45,91,62,52
2006,46,11,5,9
2006,46,13,1,1
2006,46,19,2,1
2006,46,27,3,3
2006,46,29,3,4
2006,46,33,3,3
2006,46,35,2,4
2006,46,41,1,1
2006,46,47,2,2
2006,46,49,1,1
2006,46,65,1,1
2006,46,77,1,1
2006,46,81,4,4
2006,46,83,3,2
2006,46,91,1,2
2006,46,93,1,1
2006,46,99,19,20
2006,46,103,10,12
2006,46,117,1,1
2006,46,125,1,1
2006,46,127,14,6
2006,46,135,5,6
2006,47,1,52,52
2006,47,5,1,1
2006,47,9,19,19
2006,47,11,9,12
2006,47,13,1,1
2006,47,17,3,2
2006,47,19,11,7
2006,47,21,3,1
2006,47,23,1,1
2006,47,25,4,1
2006,47,29,2,2
2006,47,31,7,8
2006,47,33,2,2
2006,47,35,2,2
2006,47,37,150,120
2006,47,43,6,10
2006,47,45,2,2
2006,47,47,11,7
2006,47,51,2,2
2006,47,53,23,14
2006,47,55,1,1
2006,47,57,2,2
2006,47,59,22,11
2006,47,61,1,1
2006,47,63,11,9
2006,47,65,56,66
2006,47,69,1,1
2006,47,71,2,2
2006,47,73,41,7
2006,47,75,2,2
2006,47,77,1,1
2006,47,79,4,5
2006,47,83,1,1
2006,47,85,3,3
2006,47,89,7,6
2006,47,93,160,215
2006,47,97,8,8
2006,47,99,4,4
2006,47,101,1,2
2006,47,103,2,2
2006,47,105,23,17
2006,47,107,7,4
2006,47,109,4,4
2006,47,111,1,1
2006,47,113,62,58
2006,47,115,4,3
2006,47,117,2,2
2006,47,119,17,11
2006,47,121,2,3
2006,47,123,4,4
2006,47,125,14,15
2006,47,129,1,1
2006,47,131,3,1
2006,47,135,2,4
2006,47,141,35,38
2006,47,143,1,1
2006,47,145,10,9
2006,47,147,3,2
2006,47,149,26,32
2006,47,155,9,9
2006,47,157,446,349
2006,47,159,1,1
2006,47,161,3,4
2006,47,163,121,113
2006,47,165,32,26
2006,47,167,12,9
2006,47,169,8,8
2006,47,173,2,1
2006,47,175,1,2
2006,47,177,2,2
2006,47,179,33,29
2006,47,181,1,1
2006,47,183,1,1
2006,47,187,82,67
2006,47,189,15,12
2006,48,1,3,3
2006,48,5,7,6
2006,48,7,2,2
2006,48,13,8,4
2006,48,15,14,9
2006,48,17,1,1
2006,48,19,4,3
2006,48,21,20,14
2006,48,25,3,3
2006,48,27,20,14
2006,48,29,361,412
2006,48,31,4,4
2006,48,35,5,6
2006,48,37,8,11
2006,48,39,237,236
2006,48,41,77,69
2006,48,43,1,1
2006,48,49,2,2
2006,48,51,1,1
2006,48,53,20,15
2006,48,55,4,4
2006,48,57,2,4
2006,48,61,11,6
2006,48,67,3,3
2006,48,73,4,5
2006,48,77,1,2
2006,48,85,1164,977
2006,48,89,1,1
2006,48,91,56,41
2006,48,95,2,2
2006,48,97,8,8
2006,48,99,1,1
2006,48,107,2,2
2006,48,113,1402,1233
2006,48,121,280,238
2006,48,123,2,2
2006,48,135,23,15
2006,48,139,24,16
2006,48,141,48,46
2006,48,143,1,1
2006,48,145,2,1
2006,48,147,3,3
2006,48,149,2,2
2006,48,157,490,408
2006,48,161,3,1
2006,48,163,1,1
2006,48,167,160,131
2006,48,171,3,3
2006,48,175,1,1
2006,48,177,1,1
2006,48,179,1,1
2006,48,181,29,27
2006,48,183,16,14
2006,48,185,1,1
2006,48,187,11,8
2006,48,189,4,1
2006,48,193,2,2
2006,48,199,11,6
2006,48,201,1921,2185
2006,48,203,3,3
2006,48,209,124,67
2006,48,213,6,3
2006,48,215,13,12
2006,48,219,3,3
2006,48,221,14,14
2006,48,227,2,3
2006,48,231,17,15
2006,48,233,2,4
2006,48,237,1,1
2006,48,245,18,14
2006,48,249,2,3
2006,48,251,29,27
2006,48,255,1,1
2006,48,257,24,13
2006,48,259,41,16
2006,48,265,4,4
2006,48,277,6,5
2006,48,279,1,1
2006,48,285,2,3
2006,48,291,7,8
2006,48,299,12,12
2006,48,303,26,35
2006,48,309,22,29
2006,48,319,1,1
2006,48,321,2,2
2006,48,323,1,1
2006,48,325,8,6
2006,48,329,24,23
2006,48,331,5,4
2006,48,333,6,4
2006,48,337,3,3
2006,48,339,256,232
2006,48,341,1,1
2006,48,347,1,3
2006,48,349,1,1
2006,48,353,1,1
2006,48,355,20,27
2006,48,361,11,8
2006,48,363,6,6
2006,48,367,21,17
2006,48,373,5,3
2006,48,375,14,18
2006,48,379,2,2
2006,48,381,4,3
2006,48,395,1,1
2006,48,397,46,32
2006,48,399,1,1
2006,48,401,1,1
2006,48,403,1,1
2006,48,407,1,1
2006,48,409,2,2
2006,48,415,1,1
2006,48,419,2,2
2006,48,423,30,32
2006,48,427,6,7
2006,48,435,1,1
2006,48,437,2,2
2006,48,439,598,538
2006,48,441,5,5
2006,48,449,3,3
2006,48,451,10,7
2006,48,453,2613,2373
2006,48,457,3,1
2006,48,465,2,2
2006,48,467,8,8
2006,48,469,5,4
2006,48,471,10,8
2006,48,473,26,16
2006,48,477,2,2
2006,48,479,1,1
2006,48,481,5,3
2006,48,485,13,15
2006,48,491,913,601
2006,48,493,7,7
2006,48,497,3,3
2006,48,499,5,6
2006,48,503,1,1
2006,49,3,33,31
2006,49,5,95,84
2006,49,7,9,5
2006,49,11,207,168
2006,49,13,5,5
2006,49,17,1,1
2006,49,19,4,4
2006,49,21,15,13
2006,49,29,14,10
2006,49,35,558,637
2006,49,37,2,2
2006,49,39,3,2
2006,49,41,1,1
2006,49,43,79,47
2006,49,45,15,10
2006,49,47,5,6
2006,49,49,424,396
2006,49,51,7,7
2006,49,53,17,16
2006,49,57,81,65
2006,50,1,60,24
2006,50,3,7,6
2006,50,5,20,11
2006,50,7,584,465
2006,50,11,53,29
2006,50,13,26,6
2006,50,15,30,22
2006,50,17,14,8
2006,50,19,7,5
2006,50,21,29,22
2006,50,23,44,32
2006,50,25,6,7
2006,50,27,38,32
2006,51,1,6,4
2006,51,3,9,8
2006,51,5,1,1
2006,51,9,2,4
2006,51,13,157,118
2006,51,15,11,6
2006,51,19,33,31
2006,51,21,5,2
2006,51,23,15,13
2006,51,29,1,1
2006,51,31,9,3
2006,51,33,7,4
2006,51,36,1,1
2006,51,41,182,149
