year,state_fips,county_fips,n_patents,n_inventors
2000,1,1,3,3
2000,1,3,15,15
2000,1,5,1,2
2000,1,9,1,1
2000,1,13,6,6
2000,1,15,3,3
2000,1,19,1,1
2000,1,21,1,1
2000,1,27,1,1
2000,1,29,1,1
2000,1,31,1,1
2000,1,33,11,5
2000,1,39,2,2
2000,1,43,8,7
2000,1,45,4,4
2000,1,47,2,2
2000,1,49,8,8
2000,1,51,5,5
2000,1,53,2,2
2000,1,55,10,12
2000,1,57,4,7
2000,1,61,2,3
2000,1,67,1,1
2000,1,69,6,5
2000,1,71,7,4
2000,1,73,166,185
2000,1,75,1,1
2000,1,77,21,22
2000,1,81,24,29
2000,1,83,13,11
2000,1,87,4,4
2000,1,89,216,228
2000,1,91,2,2
2000,1,93,1,1
2000,1,95,7,7
2000,1,97,36,41
2000,1,101,20,20
2000,1,103,28,27
2000,1,105,4,2
2000,1,107,1,2
2000,1,109,2,2
2000,1,111,1,1
2000,1,115,9,8
2000,1,117,36,26
2000,1,123,4,4
2000,1,125,21,17
2000,1,127,3,2
2000,1,131,1,1
2000,2,20,33,27
2000,2,50,3,2
2000,2,90,15,15
2000,2,110,4,4
2000,2,122,7,7
2000,2,130,1,1
2000,2,150,1,1
2000,2,170,18,15
2000,2,220,1,1
2000,4,1,2,2
2000,4,3,12,14
2000,4,5,50,41
2000,4,7,3,3
2000,4,13,1785,1977
2000,4,15,14,18
2000,4,17,3,4
2000,4,19,438,469
2000,4,21,29,20
2000,4,23,8,8
2000,4,25,36,36
2000,4,27,12,10
2000,5,1,6,4
2000,5,3,2,3
2000,5,5,5,5
2000,5,7,26,29
2000,5,9,7,5
2000,5,11,5,3
2000,5,13,2,2
2000,5,15,6,5
2000,5,17,2,2
2000,5,19,24,12
2000,5,23,11,6
2000,5,29,3,2
2000,5,31,7,7
2000,5,33,5,6
2000,5,35,1,2
2000,5,45,25,29
2000,5,51,11,12
2000,5,55,1,1
2000,5,57,21,3
2000,5,59,3,3
2000,5,63,3,3
2000,5,67,2,1
2000,5,69,5,8
2000,5,75,1,1
2000,5,81,1,1
2000,5,83,2,2
2000,5,85,3,3
2000,5,89,3,3
2000,5,93,4,5
2000,5,103,9,13
2000,5,105,1,1
2000,5,115,5,6
2000,5,119,62,61
2000,5,121,3,3
2000,5,123,1,1
2000,5,125,4,4
2000,5,131,9,13
2000,5,133,2,2
2000,5,135,1,2
2000,5,141,1,1
2000,5,143,47,57
2000,5,145,5,7
2000,6,1,3901,2760
2000,6,5,7,8
2000,6,7,21,18
2000,6,9,26,18
2000,6,11,2,2
2000,6,13,1106,812
2000,6,15,2,2
2000,6,17,207,124
2000,6,19,93,93
2000,6,21,1,1
2000,6,23,39,31
2000,6,25,5,5
2000,6,27,32,25
2000,6,29,90,99
2000,6,31,4,5
2000,6,33,9,6
2000,6,35,5,5
2000,6,37,4411,4178
2000,6,39,18,20
2000,6,41,395,304
2000,6,45,21,19
2000,6,47,51,48
2000,6,49,1,2
2000,6,51,5,5
2000,6,53,109,74
2000,6,55,45,33
2000,6,57,83,71
2000,6,59,2858,2625
2000,6,61,223,183
2000,6,63,40,27
2000,6,65,538,455
2000,6,67,428,345
2000,6,69,79,45
2000,6,71,399,320
2000,6,73,3332,3630
2000,6,75,1777,1278
2000,6,77,137,135
2000,6,79,144,105
2000,6,81,3523,2400
2000,6,83,430,377
2000,6,85,11830,10485
2000,6,87,550,411
2000,6,89,24,18
2000,6,93,6,6
2000,6,95,100,90
2000,6,97,343,340
2000,6,99,87,74
2000,6,101,9,7
2000,6,103,17,13
2000,6,107,23,16
2000,6,109,9,8
2000,6,111,824,706
2000,6,113,162,167
2000,6,115,13,11
2000,8,1,267,222
2000,8,3,1,1
2000,8,5,221,202
2000,8,7,1,1
2000,8,13,1052,1000
2000,8,14,110,90
2000,8,19,3,3
2000,8,27,3,3
2000,8,29,2,3
2000,8,31,223,178
2000,8,35,128,107
2000,8,37,12,9
2000,8,39,7,9
2000,8,41,331,362
2000,8,43,9,7
2000,8,45,8,12
2000,8,47,1,1
2000,8,49,3,2
2000,8,51,3,3
2000,8,55,1,1
2000,8,59,330,293
2000,8,67,16,17
2000,8,69,691,617
2000,8,71,2,2
2000,8,75,2,2
2000,8,77,15,11
2000,8,81,2,2
2000,8,83,1,1
2000,8,85,7,5
2000,8,87,5,5
2000,8,89,1,1
2000,8,93,7,10
2000,8,97,13,13
2000,8,99,1,1
2000,8,101,16,20
2000,8,105,1,2
2000,8,107,22,11
2000,8,111,2,2
2000,8,113,4,4
2000,8,117,17,11
2000,8,119,31,26
2000,8,123,112,86
2000,8,125,1,1
2000,9,1,1341,1076
2000,9,3,653,609
2000,9,5,285,202
2000,9,7,221,183
2000,9,9,795,728
2000,9,11,330,344
2000,9,13,177,173
2000,9,15,53,42
2000,10,1,17,21
2000,10,3,667,683
2000,10,5,22,16
2000,11,1,201,157
2000,12,1,149,194
2000,12,3,11,9
2000,12,5,47,41
2000,12,9,269,301
2000,12,11,494,490
2000,12,13,1,1
2000,12,15,27,24
2000,12,17,19,15
2000,12,19,35,22
2000,12,21,61,59
2000,12,23,8,8
2000,12,27,3,2
2000,12,29,1,1
2000,12,31,250,226
2000,12,33,44,42
2000,12,35,16,12
2000,12,41,2,2
2000,12,49,4,4
2000,12,51,1,3
2000,12,53,22,15
2000,12,55,18,12
2000,12,57,170,196
2000,12,59,2,2
2000,12,61,29,29
2000,12,63,5,2
2000,12,69,42,31
2000,12,71,87,67
2000,12,73,43,55
2000,12,75,2,2
2000,12,79,1,1
2000,12,81,56,55
2000,12,83,38,37
2000,12,85,80,52
2000,12,86,423,341
2000,12,87,28,16
2000,12,89,7,6
2000,12,91,40,31
2000,12,95,402,382
2000,12,97,22,18
2000,12,99,591,600
2000,12,101,62,52
2000,12,103,307,289
2000,12,105,66,82
2000,12,107,15,12
2000,12,109,59,34
2000,12,111,12,13
2000,12,113,16,12
2000,12,115,135,106
2000,12,117,187,150
2000,12,119,2,2
2000,12,121,4,3
2000,12,125,1,1
2000,12,127,106,91
2000,12,131,5,6
2000,12,133,1,1
2000,13,1,1,1
2000,13,3,1,2
2000,13,9,11,13
2000,13,11,4,2
2000,13,13,13,12
2000,13,15,12,14
2000,13,17,1,1
2000,13,21,34,43
2000,13,29,3,3
2000,13,31,12,12
2000,13,33,2,2
2000,13,35,2,1
2000,13,39,4,3
2000,13,45,6,10
2000,13,47,7,10
2000,13,51,27,20
2000,13,57,86,66
2000,13,59,42,47
2000,13,63,17,12
2000,13,67,423,312
2000,13,73,12,13
2000,13,77,29,28
2000,13,83,2,2
2000,13,85,11,3
2000,13,87,1,1
2000,13,89,258,191
2000,13,91,3,2
2000,13,95,10,12
2000,13,97,46,25
2000,13,99,1,1
2000,13,105,2,2
2000,13,113,46,32
2000,13,115,10,9
2000,13,117,98,61
2000,13,119,4,6
2000,13,121,1003,782
2000,13,123,2,2
2000,13,127,12,11
2000,13,129,3,3
2000,13,135,657,567
2000,13,137,3,3
2000,13,139,53,42
2000,13,145,3,2
2000,13,147,2,2
2000,13,151,26,20
2000,13,153,13,12
2000,13,155,1,1
2000,13,157,13,11
2000,13,161,1,1
2000,13,163,1,1
2000,13,171,2,1
2000,13,175,3,4
2000,13,177,1,1
2000,13,179,2,2
2000,13,185,6,7
2000,13,187,16,13
2000,13,193,2,2
2000,13,195,5,4
2000,13,197,1,1
2000,13,199,3,3
2000,13,205,1,1
2000,13,207,1,2
2000,13,211,3,3
2000,13,213,3,3
2000,13,215,30,31
2000,13,217,14,13
2000,13,219,30,17
2000,13,223,3,3
2000,13,225,4,3
2000,13,233,1,1
2000,13,237,1,1
2000,13,241,7,3
2000,13,245,28,24
2000,13,247,44,31
2000,13,255,10,7
2000,13,257,5,6
2000,13,261,1,1
2000,13,275,5,3
2000,13,277,3,3
2000,13,279,2,2
2000,13,285,27,26
2000,13,291,3,4
2000,13,293,1,1
2000,13,295,9,9
2000,13,297,23,21
2000,13,299,5,4
2000,13,303,7,11
2000,13,305,4,4
2000,13,311,5,6
2000,13,313,18,18
2000,13,317,1,1
2000,13,321,3,3
2000,15,1,21,13
2000,15,3,83,98
2000,15,7,3,3
2000,15,9,12,13
2000,16,1,1826,912
2000,16,5,24,26
2000,16,7,1,1
2000,16,9,3,4
2000,16,11,11,13
2000,16,13,27,15
2000,16,15,11,6
2000,16,17,6,6
2000,16,19,65,99
2000,16,21,2,2
2000,16,23,1,1
2000,16,25,1,1
2000,16,27,207,77
2000,16,29,1,2
2000,16,31,3,4
2000,16,35,2,2
2000,16,37,1,1
2000,16,39,6,5
2000,16,41,2,2
2000,16,45,4,2
2000,16,47,3,4
2000,16,49,12,7
2000,16,51,5,5
2000,16,53,2,2
2000,16,55,21,25
2000,16,57,15,17
2000,16,65,2,2
2000,16,69,3,5
2000,16,71,1,1
2000,16,73,5,3
2000,16,75,3,3
2000,16,79,2,2
2000,16,81,2,2
2000,16,83,14,16
2000,16,85,4,3
2000,16,87,1,1
2000,17,1,19,15
2000,17,5,10,8
2000,17,7,21,19
2000,17,11,24,13
2000,17,13,5,5
2000,17,15,1,3
2000,17,17,4,5
2000,17,19,206,198
2000,17,21,16,13
2000,17,23,2,2
2000,17,25,2,2
2000,17,27,12,5
2000,17,29,18,12
2000,17,31,2589,2561
2000,17,33,4,3
2000,17,37,62,43
2000,17,39,1,1
2000,17,41,8,7
2000,17,43,1224,1019
2000,17,45,2,2
2000,17,47,1,1
2000,17,49,28,11
2000,17,51,3,2
2000,17,55,1,1
2000,17,57,8,6
2000,17,59,2,2
2000,17,61,1,1
2000,17,63,5,6
2000,17,65,119,65
2000,17,67,4,6
2000,17,73,17,17
2000,17,75,8,5
2000,17,77,7,12
2000,17,79,3,5
2000,17,85,6,5
2000,17,87,2,1
2000,17,89,397,309
2000,17,91,74,40
2000,17,93,58,42
2000,17,95,17,19
2000,17,97,955,914
2000,17,99,25,19
2000,17,103,10,6
2000,17,105,11,12
2000,17,107,11,8
2000,17,111,418,309
2000,17,113,68,32
2000,17,115,53,53
2000,17,117,6,6
2000,17,119,143,64
2000,17,121,4,3
2000,17,123,7,7
2000,17,125,1,1
2000,17,129,3,5
2000,17,131,4,4
2000,17,133,16,9
2000,17,135,12,8
2000,17,137,3,3
2000,17,139,12,10
2000,17,141,25,12
2000,17,143,193,174
2000,17,145,1,1
2000,17,147,10,6
2000,17,149,1,1
2000,17,153,5,4
2000,17,157,6,8
2000,17,159,1,1
2000,17,161,39,43
2000,17,163,41,36
2000,17,165,1,1
2000,17,167,44,41
2000,17,171,2,2
2000,17,173,4,4
2000,17,175,2,3
2000,17,177,16,17
2000,17,179,87,63
2000,17,181,5,4
2000,17,183,6,4
2000,17,187,3,2
2000,17,189,23,20
2000,17,191,6,11
2000,17,195,15,13
2000,17,197,271,231
2000,17,199,17,7
2000,17,201,116,128
2000,17,203,46,28
2000,18,1,5,9
2000,18,3,184,226
2000,18,5,71,93
2000,18,7,3,3
2000,18,9,1,1
2000,18,11,110,69
2000,18,13,1,1
2000,18,15,8,4
2000,18,17,9,6
2000,18,19,13,9
2000,18,21,1,1
2000,18,23,15,9
2000,18,25,2,2
2000,18,27,2,2
2000,18,29,69,30
2000,18,31,44,12
2000,18,33,26,20
2000,18,35,13,13
2000,18,37,17,8
2000,18,39,82,65
2000,18,41,18,12
2000,18,43,30,26
2000,18,45,6,6
2000,18,47,13,11
2000,18,49,4,4
2000,18,51,6,4
2000,18,53,9,9
2000,18,55,3,3
2000,18,57,449,377
2000,18,59,23,23
2000,18,61,4,4
2000,18,63,89,61
2000,18,65,9,9
2000,18,67,61,64
2000,18,69,15,16
2000,18,71,5,6
2000,18,73,7,9
2000,18,75,4,2
2000,18,77,8,8
2000,18,79,3,3
2000,18,81,114,90
2000,18,85,79,87
2000,18,87,4,4
2000,18,89,78,72
2000,18,91,23,24
2000,18,93,3,2
2000,18,95,33,30
2000,18,97,504,488
2000,18,99,21,12
2000,18,103,4,4
2000,18,105,37,39
2000,18,107,10,12
2000,18,109,53,33
2000,18,113,36,21
2000,18,115,3,1
2000,18,125,1,1
2000,18,127,26,24
2000,18,129,5,4
2000,18,131,6,8
2000,18,133,19,11
2000,18,135,5,4
2000,18,137,50,61
2000,18,139,5,4
2000,18,141,133,120
2000,18,143,4,3
2000,18,145,20,16
2000,18,147,3,3
2000,18,149,1,1
2000,18,151,14,12
2000,18,153,3,3
2000,18,157,119,135
2000,18,159,7,6
2000,18,161,2,2
2000,18,163,44,49
2000,18,165,3,2
2000,18,167,20,19
2000,18,169,8,6
2000,18,171,2,2
2000,18,173,24,23
2000,18,175,6,5
2000,18,177,3,2
2000,18,179,12,13
2000,18,181,9,7
2000,18,183,19,15
2000,19,1,2,3
2000,19,5,3,2
2000,19,7,5,4
2000,19,11,3,3
2000,19,13,56,63
2000,19,15,2,2
2000,19,17,13,13
2000,19,19,9,9
2000,19,21,2,2
2000,19,23,2,2
2000,19,25,1,1
2000,19,29,3,3
2000,19,31,4,6
2000,19,33,3,4
2000,19,35,1,1
2000,19,37,7,8
2000,19,41,2,2
2000,19,45,8,6
2000,19,49,48,10
2000,19,51,1,1
2000,19,55,2,2
2000,19,57,13,7
2000,19,59,8,9
2000,19,61,33,53
2000,19,63,1,1
2000,19,65,1,1
2000,19,67,7,3
2000,19,69,2,2
2000,19,71,1,1
2000,19,73,2,2
2000,19,75,2,2
2000,19,77,2,1
2000,19,79,1,1
2000,19,81,2,2
2000,19,83,4,3
2000,19,89,2,2
2000,19,91,1,1
2000,19,93,1,2
2000,19,95,13,6
2000,19,97,3,1
2000,19,99,22,26
2000,19,101,7,6
2000,19,103,76,97
2000,19,105,6,4
2000,19,107,7,8
2000,19,109,4,3
2000,19,111,3,3
2000,19,113,163,188
2000,19,117,3,2
2000,19,119,1,1
2000,19,121,7,5
2000,19,123,9,16
2000,19,125,23,23
2000,19,127,8,13
2000,19,129,1,1
2000,19,133,5,3
2000,19,135,4,2
2000,19,139,24,27
2000,19,141,3,3
2000,19,143,1,1
2000,19,145,11,7
2000,19,147,1,1
2000,19,149,5,4
2000,19,151,7,6
2000,19,153,206,195
2000,19,155,8,8
2000,19,157,6,4
2000,19,161,3,3
2000,19,163,49,52
2000,19,167,8,11
2000,19,169,101,122
2000,19,171,4,3
2000,19,175,1,1
2000,19,179,11,14
2000,19,181,20,14
2000,19,183,9,4
2000,19,187,2,2
2000,19,189,1,1
2000,19,191,1,1
2000,19,193,25,28
2000,19,197,3,3
2000,20,1,1,1
2000,20,3,2,3
2000,20,5,5,2
2000,20,9,2,2
2000,20,11,2,3
2000,20,13,3,3
2000,20,15,44,14
2000,20,17,1,1
2000,20,19,2,2
2000,20,21,2,2
2000,20,25,1,1
2000,20,35,4,5
2000,20,37,7,9
2000,20,41,2,2
2000,20,43,1,1
2000,20,45,57,66
2000,20,47,1,1
2000,20,51,7,8
2000,20,53,1,1
2000,20,55,3,3
2000,20,57,2,1
2000,20,59,5,4
2000,20,61,1,1
2000,20,65,2,1
2000,20,67,1,1
2000,20,73,1,1
2000,20,75,1,1
2000,20,79,20,10
2000,20,87,3,3
2000,20,91,319,300
2000,20,101,2,2
2000,20,103,4,3
2000,20,111,3,2
2000,20,113,4,4
2000,20,115,3,2
2000,20,117,3,6
2000,20,121,7,5
2000,20,123,1,2
2000,20,125,5,6
2000,20,131,9,14
2000,20,133,2,4
2000,20,139,3,3
2000,20,141,2,2
2000,20,143,9,8
2000,20,149,7,4
2000,20,151,1,1
2000,20,155,8,8
2000,20,157,1,1
2000,20,159,4,3
2000,20,161,25,43
2000,20,167,1,2
2000,20,169,7,8
2000,20,173,110,126
2000,20,175,2,3
2000,20,177,27,26
2000,20,179,1,1
2000,20,181,1,1
2000,20,189,1,1
2000,20,191,7,7
2000,20,193,2,2
2000,20,195,1,1
2000,20,197,2,2
2000,20,201,3,3
2000,20,205,1,1
2000,20,209,15,10
2000,21,1,1,1
2000,21,3,1,1
2000,21,5,3,2
2000,21,9,4,4
2000,21,13,1,1
2000,21,15,32,26
2000,21,17,4,3
2000,21,19,11,8
2000,21,21,11,7
2000,21,25,1,1
2000,21,27,6,4
2000,21,29,5,5
2000,21,31,1,2
2000,21,33,2,1
2000,21,35,1,1
2000,21,37,22,15
2000,21,41,1,1
2000,21,45,1,1
2000,21,47,16,12
2000,21,49,15,10
2000,21,51,1,1
2000,21,53,3,3
2000,21,59,24,15
2000,21,61,2,2
2000,21,65,2,2
2000,21,67,255,317
2000,21,73,4,3
2000,21,79,5,4
2000,21,83,4,4
2000,21,85,5,3
2000,21,93,18,20
2000,21,97,2,1
2000,21,101,2,3
2000,21,103,3,2
2000,21,107,6,5
2000,21,109,3,1
2000,21,111,183,200
2000,21,113,27,16
2000,21,117,56,49
2000,21,121,1,1
2000,21,123,2,1
2000,21,125,2,2
2000,21,131,1,1
2000,21,133,1,1
2000,21,143,2,2
2000,21,145,4,4
2000,21,147,1,1
2000,21,149,1,2
2000,21,151,19,11
2000,21,155,2,2
2000,21,157,4,4
2000,21,159,1,2
2000,21,161,1,1
2000,21,163,1,1
2000,21,167,6,8
2000,21,177,6,4
2000,21,179,7,8
2000,21,183,3,3
2000,21,185,23,19
2000,21,187,2,1
2000,21,191,3,1
2000,21,195,2,2
2000,21,197,13,7
2000,21,205,1,1
2000,21,209,33,23
2000,21,211,15,8
2000,21,215,2,2
2000,21,225,19,14
2000,21,227,21,24
2000,21,229,1,1
2000,21,233,1,1
2000,21,235,2,2
2000,21,239,32,22
2000,22,1,5,5
2000,22,3,1,1
2000,22,5,13,13
2000,22,7,1,1
2000,22,9,1,1
2000,22,11,2,2
2000,22,15,6,6
2000,22,17,33,31
2000,22,19,19,20
2000,22,25,1,1
2000,22,29,1,1
2000,22,33,198,206
2000,22,37,4,3
2000,22,39,1,1
2000,22,41,3,3
2000,22,43,3,2
2000,22,45,17,19
2000,22,47,4,4
2000,22,49,1,1
2000,22,51,124,98
2000,22,53,1,1
2000,22,55,76,70
2000,22,57,3,3
2000,22,61,9,11
2000,22,63,13,9
2000,22,65,1,1
2000,22,67,1,1
2000,22,69,4,4
2000,22,71,128,91
2000,22,73,10,10
2000,22,75,1,2
2000,22,77,3,2
2000,22,79,7,7
2000,22,83,1,1
2000,22,85,1,1
2000,22,87,5,6
2000,22,89,1,3
2000,22,93,3,2
2000,22,97,6,5
2000,22,99,6,4
2000,22,101,8,7
2000,22,103,61,48
2000,22,105,12,7
2000,22,109,26,30
2000,22,111,1,2
2000,22,113,4,4
2000,22,115,3,2
2000,22,117,3,5
2000,22,119,2,2
2000,22,121,1,1
2000,22,123,3,3
2000,22,125,3,2
2000,22,127,1,1
2000,23,1,13,12
2000,23,3,7,5
2000,23,5,108,111
2000,23,7,2,3
2000,23,9,5,4
2000,23,11,7,8
2000,23,13,17,14
2000,23,15,9,7
2000,23,17,52,40
2000,23,19,28,31
2000,23,21,1,1
2000,23,23,12,12
2000,23,25,2,2
2000,23,27,9,8
2000,23,29,3,3
2000,23,31,88,66
2000,24,1,13,13
2000,24,3,248,218
2000,24,5,268,230
2000,24,9,32,26
2000,24,11,3,3
2000,24,13,150,106
2000,24,15,82,53
2000,24,17,31,30
2000,24,19,4,3
2000,24,21,133,133
2000,24,23,2,3
2000,24,25,151,109
2000,24,27,395,339
2000,24,29,7,6
2000,24,31,1186,1169
2000,24,33,215,187
2000,24,35,7,4
2000,24,37,12,15
2000,24,39,8,2
2000,24,41,6,6
2000,24,43,22,26
2000,24,45,33,24
2000,24,47,10,9
2000,24,510,306,292
2000,25,1,73,70
2000,25,3,52,41
2000,25,5,326,265
2000,25,7,6,5
2000,25,9,844,719
2000,25,11,24,21
2000,25,13,194,110
2000,25,15,108,85
2000,25,17,3945,4052
2000,25,21,1332,1073
2000,25,23,261,194
2000,25,25,543,405
2000,25,27,842,714
2000,26,1,4,4
2000,26,3,1,1
2000,26,5,62,39
2000,26,7,6,10
2000,26,9,3,1
2000,26,11,1,2
2000,26,15,20,17
2000,26,17,67,44
2000,26,19,5,6
2000,26,21,63,58
2000,26,23,11,12
2000,26,25,47,52
2000,26,27,9,8
2000,26,29,13,15
2000,26,31,3,3
2000,26,33,2,2
2000,26,35,24,18
2000,26,37,13,9
2000,26,39,1,1
2000,26,41,3,3
2000,26,43,2,3
2000,26,45,18,18
2000,26,47,5,4
2000,26,49,234,201
2000,26,51,4,4
2000,26,53,8,6
2000,26,55,42,23
2000,26,57,7,7
2000,26,59,31,24
2000,26,61,33,30
2000,26,63,7,6
2000,26,65,193,143
2000,26,67,12,11
2000,26,69,6,8
2000,26,71,59,43
2000,26,73,8,10
2000,26,75,92,43
2000,26,77,145,192
2000,26,79,3,1
2000,26,81,366,400
2000,26,87,100,69
2000,26,89,9,7
2000,26,91,44,39
2000,26,93,228,166
2000,26,95,3,2
2000,26,97,2,2
2000,26,99,517,447
2000,26,101,1,1
2000,26,103,22,15
2000,26,105,3,2
2000,26,107,52,33
2000,26,109,7,6
2000,26,111,221,266
2000,26,113,1,1
2000,26,115,91,64
2000,26,117,13,9
2000,26,121,53,47
2000,26,123,2,2
2000,26,125,2095,1951
2000,26,127,8,7
2000,26,129,3,2
2000,26,131,3,2
2000,26,133,5,4
2000,26,137,30,29
2000,26,139,302,294
2000,26,141,8,8
2000,26,143,2,3
2000,26,145,102,91
2000,26,147,48,38
2000,26,149,41,36
2000,26,151,7,4
2000,26,153,11,5
2000,26,155,26,19
2000,26,157,39,41
2000,26,159,25,24
2000,26,161,807,753
2000,26,163,1165,1001
2000,26,165,31,26
2000,27,1,3,5
2000,27,3,434,314
2000,27,5,13,10
2000,27,7,9,12
2000,27,9,6,6
2000,27,13,28,23
2000,27,15,15,9
2000,27,17,8,8
2000,27,19,161,126
2000,27,21,8,2
2000,27,23,2,2
2000,27,25,34,26
2000,27,27,2,2
2000,27,29,1,1
2000,27,31,4,3
2000,27,33,465,350
2000,27,35,10,10
2000,27,37,525,427
2000,27,39,29,24
2000,27,41,9,14
2000,27,43,1,1
2000,27,45,8,9
2000,27,47,6,6
2000,27,49,53,33
2000,27,51,15,8
2000,27,53,1783,1638
2000,27,55,9,5
2000,27,57,2,2
2000,27,59,17,12
2000,27,61,5,5
2000,27,67,11,8
2000,27,71,1,1
2000,27,75,4,4
2000,27,79,14,14
2000,27,83,3,3
2000,27,85,22,25
2000,27,87,1,1
2000,27,91,7,6
2000,27,93,13,10
2000,27,95,19,11
2000,27,97,4,4
2000,27,99,8,9
2000,27,103,18,15
2000,27,105,2,4
2000,27,109,384,377
2000,27,111,6,7
2000,27,113,3,7
2000,27,115,3,3
2000,27,119,1,1
2000,27,123,819,533
2000,27,125,1,1
2000,27,127,12,4
2000,27,129,5,3
2000,27,131,24,22
2000,27,133,1,1
2000,27,135,3,5
2000,27,137,50,44
2000,27,139,164,108
2000,27,141,68,39
2000,27,143,2,1
2000,27,145,86,58
2000,27,147,26,25
2000,27,149,3,4
2000,27,151,1,2
2000,27,153,3,3
2000,27,157,15,14
2000,27,159,1,1
2000,27,161,13,11
2000,27,163,778,689
2000,27,165,2,1
2000,27,167,1,1
2000,27,169,17,13
2000,27,171,72,50
2000,27,173,1,1
2000,28,1,3,5
2000,28,3,1,1
2000,28,7,1,1
2000,28,15,1,1
2000,28,17,1,1
2000,28,19,6,1
2000,28,25,3,5
2000,28,29,1,1
2000,28,33,18,17
2000,28,35,10,12
2000,28,43,2,2
2000,28,45,13,17
2000,28,47,86,35
2000,28,49,32,27
2000,28,59,17,9
2000,28,67,7,7
2000,28,71,8,6
2000,28,73,2,2
2000,28,75,5,6
2000,28,79,2,2
2000,28,81,10,18
2000,28,83,4,3
2000,28,87,13,12
2000,28,89,17,14
2000,28,93,3,3
2000,28,105,31,32
2000,28,109,5,5
2000,28,113,2,1
2000,28,121,26,19
2000,28,123,1,1
2000,28,127,1,1
2000,28,131,1,1
2000,28,133,1,1
2000,28,137,3,3
2000,28,139,1,1
2000,28,145,1,1
2000,28,149,12,8
2000,28,151,2,2
2000,28,155,1,1
2000,28,163,2,2
2000,29,1,1,1
2000,29,3,2,2
2000,29,7,1,2
2000,29,9,12,3
2000,29,11,2,2
2000,29,15,2,2
2000,29,19,53,65
2000,29,21,3,3
2000,29,23,4,4
2000,29,27,2,2
2000,29,29,8,7
2000,29,31,10,6
2000,29,37,17,19
2000,29,41,1,1
2000,29,43,18,16
2000,29,47,29,25
2000,29,49,5,4
2000,29,51,7,7
2000,29,55,4,5
2000,29,57,2,1
2000,29,59,3,2
2000,29,63,2,2
2000,29,65,2,2
2000,29,71,32,29
2000,29,73,2,2
2000,29,75,1,1
2000,29,77,40,41
2000,29,79,1,1
2000,29,81,3,1
2000,29,83,7,5
2000,29,89,2,2
2000,29,91,2,2
2000,29,95,173,180
2000,29,97,47,38
2000,29,99,40,27
2000,29,101,139,92
2000,29,103,1,1
2000,29,105,7,4
2000,29,107,1,2
2000,29,109,3,3
2000,29,113,11,8
2000,29,117,4,4
2000,29,119,4,4
2000,29,121,1,1
2000,29,125,1,1
2000,29,127,1,1
2000,29,131,1,1
2000,29,135,2,2
2000,29,137,4,2
2000,29,141,2,2
2000,29,145,2,2
2000,29,147,1,1
2000,29,151,3,2
2000,29,159,1,1
2000,29,161,27,31
2000,29,163,3,2
2000,29,165,36,46
2000,29,167,4,3
2000,29,169,1,1
2000,29,175,9,9
2000,29,177,1,1
2000,29,181,2,2
2000,29,183,116,90
2000,29,185,1,1
2000,29,186,1,1
2000,29,187,12,10
2000,29,189,777,855
2000,29,195,3,2
2000,29,205,1,1
2000,29,207,2,3
2000,29,209,14,1
2000,29,211,2,2
2000,29,213,8,5
2000,29,215,1,2
2000,29,217,2,2
2000,29,219,21,21
2000,29,221,1,1
2000,29,225,3,3
2000,29,229,1,1
2000,29,510,5,5
2000,30,7,2,2
2000,30,9,5,5
2000,30,13,5,5
2000,30,23,2,1
2000,30,27,1,1
2000,30,29,55,60
2000,30,31,51,63
2000,30,35,1,1
2000,30,43,1,1
2000,30,47,4,6
2000,30,49,9,12
2000,30,51,1,1
2000,30,53,3,3
2000,30,55,1,2
2000,30,57,1,1
2000,30,61,1,1
2000,30,63,22,20
2000,30,67,5,5
2000,30,73,6,2
2000,30,81,14,13
2000,30,89,2,2
2000,30,93,4,5
2000,30,95,2,2
2000,30,99,1,1
2000,30,111,9,12
2000,31,1,3,3
2000,31,3,2,2
2000,31,11,1,1
2000,31,13,1,1
2000,31,19,16,10
2000,31,21,1,1
2000,31,25,3,3
2000,31,31,1,1
2000,31,33,4,4
2000,31,37,1,1
2000,31,43,5,5
2000,31,45,2,2
2000,31,47,4,4
2000,31,51,1,1
2000,31,53,2,2
2000,31,55,134,122
2000,31,59,2,3
2000,31,67,5,5
2000,31,71,2,1
2000,31,79,10,6
2000,31,81,3,2
2000,31,85,1,1
2000,31,89,3,2
2000,31,95,1,1
2000,31,99,2,3
2000,31,101,1,1
2000,31,109,75,91
2000,31,119,1,1
2000,31,121,2,3
2000,31,131,1,2
2000,31,137,7,3
2000,31,139,1,2
2000,31,141,9,12
2000,31,143,1,1
2000,31,145,2,2
2000,31,151,1,1
2000,31,153,11,10
2000,31,155,3,2
2000,31,157,5,5
2000,31,159,1,1
2000,31,163,1,1
2000,31,169,1,2
2000,31,173,4,2
2000,31,175,2,1
2000,31,177,5,5
2000,31,179,1,1
2000,31,185,5,5
2000,32,1,1,1
2000,32,3,260,260
2000,32,5,36,40
2000,32,7,11,12
2000,32,13,2,2
2000,32,19,12,7
2000,32,21,1,1
2000,32,31,267,195
2000,32,510,65,58
2000,33,1,21,20
2000,33,3,23,16
2000,33,5,32,23
2000,33,7,5,4
2000,33,9,77,70
2000,33,11,607,513
2000,33,13,83,67
2000,33,15,419,318
2000,33,17,120,110
2000,33,19,27,26
2000,34,1,42,37
2000,34,3,832,638
