year,state_fips,county_fips,ai_patents,ai_inventors
2000,1,55,1,1
2000,1,73,12,16
2000,1,81,1,2
2000,1,83,2,2
2000,1,89,23,37
2000,1,97,3,6
2000,1,101,2,2
2000,1,117,7,4
2000,1,125,2,4
2000,2,20,2,1
2000,2,90,4,4
2000,2,170,3,1
2000,4,3,2,2
2000,4,5,1,1
2000,4,13,172,239
2000,4,19,45,62
2000,4,25,2,3
2000,5,7,2,2
2000,5,19,1,1
2000,5,31,1,1
2000,5,45,3,6
2000,5,51,1,1
2000,5,69,1,3
2000,5,85,1,1
2000,5,119,3,6
2000,5,131,1,3
2000,6,1,522,476
2000,6,7,2,1
2000,6,9,1,1
2000,6,13,105,93
2000,6,17,17,15
2000,6,19,3,3
2000,6,27,6,4
2000,6,29,2,4
2000,6,37,380,534
2000,6,39,1,1
2000,6,41,50,50
2000,6,45,2,2
2000,6,47,2,2
2000,6,53,14,14
2000,6,55,2,2
2000,6,57,14,5
2000,6,59,220,247
2000,6,61,24,25
2000,6,63,4,3
2000,6,65,32,28
2000,6,67,67,43
2000,6,69,11,6
2000,6,71,12,11
2000,6,73,320,414
2000,6,75,369,324
2000,6,77,7,8
2000,6,79,8,8
2000,6,81,663,557
2000,6,83,47,54
2000,6,85,2161,2597
2000,6,87,98,88
2000,6,89,2,2
2000,6,93,1,1
2000,6,95,11,10
2000,6,97,19,23
2000,6,99,4,3
2000,6,109,3,1
2000,6,111,46,46
2000,6,113,16,15
2000,6,115,2,2
2000,8,1,36,30
2000,8,5,22,26
2000,8,13,127,149
2000,8,14,28,26
2000,8,27,1,1
2000,8,31,25,25
2000,8,35,15,17
2000,8,41,38,55
2000,8,43,3,3
2000,8,59,25,28
2000,8,67,2,2
2000,8,69,141,171
2000,8,81,2,2
2000,8,87,1,1
2000,8,93,1,3
2000,8,97,1,1
2000,8,99,1,1
2000,8,101,1,1
2000,8,107,2,3
2000,8,117,1,1
2000,8,119,1,1
2000,8,123,21,17
2000,9,1,207,219
2000,9,3,32,42
2000,9,5,18,16
2000,9,7,5,4
2000,9,9,48,54
2000,9,11,8,7
2000,9,13,20,19
2000,9,15,2,2
2000,10,1,1,1
2000,10,3,16,22
2000,10,5,1,1
2000,11,1,46,47
2000,12,1,6,10
2000,12,5,4,7
2000,12,9,28,39
2000,12,11,54,71
2000,12,15,1,1
2000,12,17,1,2
2000,12,19,4,3
2000,12,21,3,3
2000,12,31,14,22
2000,12,33,1,1
2000,12,35,4,1
2000,12,55,1,1
2000,12,57,14,19
2000,12,61,4,7
2000,12,69,1,1
2000,12,71,3,3
2000,12,73,3,3
2000,12,81,5,7
2000,12,83,4,5
2000,12,85,2,2
2000,12,86,26,41
2000,12,87,1,1
2000,12,91,7,6
2000,12,95,33,43
2000,12,97,2,2
2000,12,99,79,116
2000,12,101,4,5
2000,12,103,10,12
2000,12,105,6,8
2000,12,107,2,1
2000,12,109,2,2
2000,12,111,1,1
2000,12,113,1,1
2000,12,115,7,6
2000,12,117,24,20
2000,12,121,1,1
2000,12,127,7,7
2000,13,13,1,1
2000,13,45,1,1
2000,13,51,9,3
2000,13,57,8,8
2000,13,59,3,3
2000,13,63,2,2
2000,13,67,49,43
2000,13,77,2,2
2000,13,89,33,28
2000,13,97,3,3
2000,13,113,5,7
2000,13,115,1,1
2000,13,117,10,4
2000,13,119,1,1
2000,13,121,114,119
2000,13,127,1,1
2000,13,135,58,64
2000,13,137,1,1
2000,13,139,1,1
2000,13,151,3,2
2000,13,187,4,4
2000,13,217,2,1
2000,13,219,1,2
2000,13,241,2,1
2000,13,247,6,4
2000,13,255,1,1
2000,13,295,1,1
2000,13,297,2,2
2000,15,3,10,10
2000,15,9,2,2
2000,16,1,79,108
2000,16,5,1,1
2000,16,11,1,1
2000,16,15,1,1
2000,16,19,9,23
2000,16,27,9,4
2000,16,41,1,1
2000,16,51,1,1
2000,16,57,3,2
2000,17,11,5,1
2000,17,19,28,29
2000,17,29,2,1
2000,17,31,194,254
2000,17,37,7,5
2000,17,43,132,135
2000,17,63,1,1
2000,17,65,16,10
2000,17,75,1,1
2000,17,77,1,4
2000,17,89,33,24
2000,17,91,1,1
2000,17,93,6,5
2000,17,97,67,76
2000,17,99,1,1
2000,17,111,21,20
2000,17,113,3,3
2000,17,119,6,6
2000,17,123,1,1
2000,17,135,3,2
2000,17,143,14,26
2000,17,147,1,1
2000,17,161,2,1
2000,17,163,6,5
2000,17,167,2,2
2000,17,179,8,9
2000,17,195,1,1
2000,17,197,9,8
2000,17,201,1,1
2000,17,203,2,2
2000,18,3,7,13
2000,18,5,7,13
2000,18,11,5,4
2000,18,23,1,1
2000,18,29,2,2
2000,18,35,1,1
2000,18,37,1,1
2000,18,39,1,1
2000,18,43,1,1
2000,18,47,1,1
2000,18,57,28,26
2000,18,59,2,2
2000,18,63,6,4
2000,18,67,4,5
2000,18,81,5,7
2000,18,85,1,3
2000,18,89,6,6
2000,18,97,17,18
2000,18,99,1,1
2000,18,105,3,3
2000,18,109,5,5
2000,18,137,1,2
2000,18,141,6,3
2000,18,153,1,1
2000,18,157,4,9
2000,18,163,1,2
2000,18,165,1,1
2000,18,167,1,1
2000,18,169,1,1
2000,18,173,1,1
2000,18,181,1,1
2000,19,13,5,2
2000,19,17,1,1
2000,19,19,1,1
2000,19,29,1,1
2000,19,61,1,1
2000,19,95,1,1
2000,19,101,1,1
2000,19,103,6,7
2000,19,105,1,1
2000,19,113,17,17
2000,19,125,1,2
2000,19,127,2,3
2000,19,153,13,8
2000,19,155,1,1
2000,19,157,1,1
2000,19,163,2,1
2000,19,169,1,4
2000,19,179,1,1
2000,19,193,5,8
2000,20,5,1,1
2000,20,15,2,2
2000,20,45,3,7
2000,20,79,1,1
2000,20,91,28,34
2000,20,103,2,2
2000,20,121,1,1
2000,20,139,1,1
2000,20,143,3,3
2000,20,155,1,1
2000,20,169,1,4
2000,20,173,4,6
2000,20,177,8,10
2000,21,3,1,1
2000,21,15,1,1
2000,21,19,1,1
2000,21,59,1,1
2000,21,67,15,16
2000,21,111,14,20
2000,21,113,2,1
2000,21,117,3,4
2000,21,185,2,2
2000,21,209,1,1
2000,21,225,2,2
2000,21,227,1,2
2000,22,15,1,1
2000,22,19,1,1
2000,22,33,4,4
2000,22,51,2,2
2000,22,55,3,4
2000,22,63,1,1
2000,22,71,6,8
2000,22,103,4,4
2000,22,109,1,1
2000,23,1,2,2
2000,23,3,1,1
2000,23,5,7,10
2000,23,17,2,2
2000,23,19,2,4
2000,23,23,1,1
2000,23,31,4,2
2000,24,1,1,1
2000,24,3,35,38
2000,24,5,13,18
2000,24,9,3,3
2000,24,11,2,2
2000,24,13,11,11
2000,24,15,8,4
2000,24,17,2,2
2000,24,21,5,9
2000,24,25,5,4
2000,24,27,44,60
2000,24,29,3,2
2000,24,31,178,191
2000,24,33,28,29
2000,24,43,4,4
2000,24,47,1,1
2000,24,510,27,35
2000,25,1,7,7
2000,25,3,6,6
2000,25,5,21,25
2000,25,7,2,1
2000,25,9,85,92
2000,25,11,2,2
2000,25,13,10,5
2000,25,15,11,12
2000,25,17,664,827
2000,25,21,167,153
2000,25,23,16,18
2000,25,25,88,67
2000,25,27,76,82
2000,26,5,3,3
2000,26,19,1,2
2000,26,21,5,2
2000,26,23,1,1
2000,26,25,1,1
2000,26,29,1,1
2000,26,35,3,2
2000,26,49,6,6
2000,26,55,4,3
2000,26,59,1,1
2000,26,65,5,7
2000,26,71,3,4
2000,26,75,1,1
2000,26,77,6,6
2000,26,81,12,20
2000,26,87,2,2
2000,26,91,1,1
2000,26,93,11,11
2000,26,99,24,24
2000,26,111,4,7
2000,26,113,1,1
2000,26,115,2,2
2000,26,125,135,169
2000,26,133,2,2
2000,26,137,1,1
2000,26,139,14,14
2000,26,145,3,4
2000,26,153,1,1
2000,26,157,1,1
2000,26,161,83,93
2000,26,163,110,130
2000,26,165,1,1
2000,27,3,37,34
2000,27,13,1,1
2000,27,19,9,12
2000,27,25,2,2
2000,27,31,1,1
2000,27,33,32,28
2000,27,37,33,37
2000,27,39,8,8
2000,27,45,2,1
2000,27,49,7,4
2000,27,53,108,146
2000,27,83,1,1
2000,27,85,1,1
2000,27,93,1,1
2000,27,103,2,1
2000,27,109,102,91
2000,27,113,1,1
2000,27,123,49,46
2000,27,131,3,2
2000,27,137,6,1
2000,27,139,7,8
2000,27,141,1,1
2000,27,145,2,2
2000,27,157,1,1
2000,27,163,40,41
2000,27,171,1,1
2000,28,19,1,1
2000,28,35,1,1
2000,28,47,5,3
2000,28,105,2,3
2000,28,109,1,1
2000,29,1,1,1
2000,29,31,1,1
2000,29,43,1,2
2000,29,77,4,8
2000,29,95,10,10
2000,29,99,2,3
2000,29,101,6,7
2000,29,161,1,1
2000,29,165,1,1
2000,29,183,1,1
2000,29,189,36,51
2000,29,209,4,1
2000,29,510,1,1
2000,30,29,3,4
2000,30,31,7,6
2000,30,47,1,1
2000,30,49,2,2
2000,30,63,1,1
2000,30,67,1,1
2000,31,31,1,1
2000,31,43,1,1
2000,31,55,8,11
2000,31,109,3,4
2000,31,169,1,2
2000,32,3,11,11
2000,32,5,7,16
2000,32,7,1,1
2000,32,31,14,15
2000,32,510,3,4
2000,33,1,2,2
2000,33,3,3,2
2000,33,5,1,1
2000,33,9,6,5
2000,33,11,106,99
2000,33,13,4,3
2000,33,15,37,34
2000,33,17,6,7
2000,34,1,5,5
2000,34,3,74,64
2000,34,5,31,28
2000,34,7,15,17
2000,34,9,3,1
2000,34,13,40,34
2000,34,15,13,9
2000,34,17,47,31
2000,34,19,20,19
2000,34,21,93,109
2000,34,23,113,91
2000,34,25,91,136
2000,34,27,117,93
2000,34,29,10,8
2000,34,31,22,13
2000,34,33,1,1
2000,34,35,80,73
2000,34,37,18,17
2000,34,39,103,92
2000,34,41,13,9
2000,35,1,30,48
2000,35,13,1,1
2000,35,17,1,2
2000,35,28,6,9
2000,35,35,1,3
2000,35,43,4,3
2000,35,49,14,16
2000,35,61,2,2
2000,36,1,37,26
2000,36,5,12,9
2000,36,7,30,42
2000,36,11,1,1
2000,36,13,1,1
2000,36,15,2,3
2000,36,19,2,1
2000,36,21,5,4
2000,36,23,2,2
2000,36,25,1,1
2000,36,27,121,123
2000,36,29,11,16
2000,36,35,3,3
2000,36,37,3,1
2000,36,45,3,2
2000,36,47,32,29
2000,36,51,4,4
2000,36,53,1,1
2000,36,55,288,319
2000,36,57,1,1
2000,36,59,68,63
2000,36,61,229,267
2000,36,63,1,1
2000,36,65,1,3
2000,36,67,23,28
2000,36,69,8,7
2000,36,71,9,8
2000,36,73,3,3
2000,36,75,1,1
2000,36,77,3,2
2000,36,79,53,33
2000,36,83,13,17
2000,36,85,9,4
2000,36,87,37,24
2000,36,89,14,9
2000,36,91,75,57
2000,36,93,64,67
2000,36,103,53,82
2000,36,105,1,1
2000,36,107,13,13
2000,36,109,13,19
2000,36,111,38,31
2000,36,113,1,2
2000,36,117,34,19
2000,36,119,441,412
2000,36,123,1,1
2000,37,1,2,2
2000,37,19,1,1
2000,37,21,3,4
2000,37,25,5,2
2000,37,35,1,1
2000,37,37,3,3
2000,37,53,1,1
2000,37,55,3,3
2000,37,63,80,59
2000,37,67,6,8
2000,37,81,10,16
2000,37,85,2,1
2000,37,89,1,1
2000,37,93,1,1
2000,37,97,1,1
2000,37,101,2,1
2000,37,119,18,28
2000,37,125,1,1
2000,37,129,3,5
2000,37,135,68,52
2000,37,145,1,1
2000,37,147,2,3
2000,37,165,1,3
2000,37,167,1,1
2000,37,179,2,2
2000,37,183,235,292
2000,38,3,1,1
2000,38,17,2,2
2000,38,27,1,2
2000,38,97,1,2
2000,39,5,4,1
2000,39,9,2,2
2000,39,11,2,2
2000,39,15,1,1
2000,39,17,5,8
2000,39,23,1,1
2000,39,25,2,2
2000,39,29,1,1
2000,39,35,76,83
2000,39,37,1,1
2000,39,41,1,1
2000,39,45,9,9
2000,39,49,39,44
2000,39,51,1,1
2000,39,55,15,7
2000,39,57,9,8
2000,39,59,3,2
2000,39,61,51,71
2000,39,63,1,1
2000,39,67,2,2
2000,39,75,2,1
2000,39,85,9,11
2000,39,89,2,3
2000,39,93,4,6
2000,39,95,8,11
2000,39,103,4,2
2000,39,105,1,1
2000,39,113,23,34
2000,39,133,9,6
2000,39,141,1,1
2000,39,147,1,1
2000,39,149,2,2
2000,39,151,9,10
2000,39,153,19,21
2000,39,165,14,20
2000,39,169,6,5
2000,39,173,3,3
2000,40,27,4,5
2000,40,71,2,2
2000,40,109,10,11
2000,40,137,2,1
2000,40,143,10,12
2000,40,147,4,8
2000,41,3,28,23
2000,41,5,49,31
2000,41,9,1,1
2000,41,11,1,1
2000,41,19,1,1
2000,41,25,1,1
2000,41,29,1,1
2000,41,33,1,1
2000,41,39,8,9
2000,41,43,3,3
2000,41,47,2,3
2000,41,51,167,156
2000,41,53,2,2
2000,41,67,173,173
2000,41,71,3,3
2000,42,3,92,138
2000,42,5,2,2
2000,42,7,4,1
2000,42,11,4,4
2000,42,13,4,1
2000,42,15,4,3
2000,42,17,51,52
2000,42,19,4,3
2000,42,25,1,1
2000,42,27,5,10
2000,42,29,33,38
2000,42,41,1,2
2000,42,43,2,2
2000,42,45,28,27
2000,42,49,12,23
2000,42,51,4,5
2000,42,55,4,4
2000,42,59,1,3
2000,42,61,2,2
2000,42,63,1,1
2000,42,69,2,2
2000,42,71,1,1
2000,42,73,2,2
2000,42,77,16,18
2000,42,79,2,2
2000,42,87,1,1
2000,42,91,51,61
2000,42,95,13,8
2000,42,101,25,28
2000,42,103,1,1
2000,42,107,1,1
2000,42,115,2,2
2000,42,121,2,2
2000,42,123,1,1
2000,42,125,4,4
2000,42,129,6,7
2000,42,133,4,7
2000,44,1,3,3
2000,44,3,3,4
2000,44,5,8,9
2000,44,7,22,22
2000,44,9,7,8
2000,45,5,1,1
2000,45,7,1,1
2000,45,13,1,2
2000,45,19,1,1
2000,45,41,1,2
2000,45,45,8,9
2000,45,55,1,1
2000,45,63,5,6
2000,45,73,1,1
2000,45,77,3,2
2000,45,79,7,11
2000,46,87,2,2
2000,46,99,2,2
2000,46,109,1,1
2000,46,127,3,4
2000,47,1,4,6
2000,47,9,3,3
2000,47,13,1,1
2000,47,19,1,1
2000,47,33,1,1
2000,47,35,1,1
2000,47,37,15,16
2000,47,61,1,1
2000,47,65,3,4
2000,47,73,1,2
2000,47,93,13,16
2000,47,97,1,1
2000,47,103,1,1
2000,47,105,1,1
2000,47,107,1,1
2000,47,113,2,2
2000,47,117,3,1
2000,47,119,1,1
2000,47,125,1,1
2000,47,141,2,3
2000,47,147,1,1
2000,47,149,4,4
2000,47,157,10,14
2000,47,165,1,1
2000,47,169,3,4
2000,47,171,1,1
2000,47,179,2,5
2000,47,187,6,6
2000,47,189,1,1
2000,48,13,1,1
2000,48,15,1,1
2000,48,21,3,4
2000,48,29,22,26
2000,48,31,1,1
2000,48,39,2,2
2000,48,41,5,9
2000,48,53,2,3
2000,48,61,1,2
2000,48,85,151,166
2000,48,91,1,1
2000,48,99,1,1
2000,48,113,206,222
2000,48,121,34,34
2000,48,131,1,1
2000,48,141,1,2
2000,48,147,1,1
2000,48,157,30,33
2000,48,167,7,8
2000,48,181,3,4
2000,48,189,1,1
2000,48,199,1,1
2000,48,201,105,150
2000,48,209,20,12
2000,48,213,1,1
2000,48,237,1,1
2000,48,251,1,1
2000,48,257,1,1
2000,48,259,1,1
2000,48,303,2,4
2000,48,309,3,5
2000,48,329,4,1
2000,48,333,1,1
2000,48,339,11,12
2000,48,355,1,1
2000,48,361,1,1
2000,48,367,2,1
2000,48,373,1,1
2000,48,375,2,2
2000,48,397,3,2
2000,48,403,1,1
2000,48,423,1,1
2000,48,439,59,71
2000,48,453,557,644
2000,48,467,1,1
2000,48,473,1,1
2000,48,491,193,149
2000,48,497,1,1
2000,49,5,2,2
2000,49,11,11,8
2000,49,17,4,1
2000,49,35,63,92
2000,49,43,3,3
2000,49,45,5,3
2000,49,49,43,68
2000,49,53,3,2
2000,49,57,7,5
2000,50,1,6,9
2000,50,3,1,1
2000,50,5,3,3
2000,50,7,42,55
2000,50,11,4,4
2000,50,13,2,2
2000,50,15,1,1
2000,50,17,1,1
2000,50,19,1,1
2000,50,25,1,1
2000,50,27,4,3
2000,51,3,2,3
2000,51,9,1,1
2000,51,13,45,37
2000,51,15,1,1
2000,51,41,12,8
2000,51,47,2,2
2000,51,59,121,116
2000,51,61,5,4
2000,51,67,1,1
2000,51,83,2,1
2000,51,85,6,6
2000,51,87,29,16
2000,51,93,1,1
2000,51,99,2,2
2000,51,107,31,37
2000,51,109,1,1
2000,51,119,1,1
2000,51,121,10,9
2000,51,145,1,1
2000,51,153,9,7
2000,51,179,1,1
2000,51,195,1,1
2000,51,199,3,3
2000,51,510,21,21
2000,51,540,24,22
2000,51,550,2,2
2000,51,600,32,27
2000,51,610,20,12
2000,51,660,1,1
2000,51,683,15,16
2000,51,700,1,2
2000,51,710,6,6
2000,51,735,3,3
2000,51,740,1,1
2000,51,760,38,23
2000,51,775,9,7
2000,51,800,1,1
2000,51,810,2,2
2000,51,820,1,2
2000,51,830,1,1
2000,51,840,2,2
2000,53,5,11,28
2000,53,11,46,48
2000,53,15,5,2
2000,53,29,3,3
2000,53,31,1,1
2000,53,33,810,1296
2000,53,35,21,18
2000,53,39,2,1
2000,53,41,1,1
2000,53,45,1,2
2000,53,53,15,14
2000,53,55,2,2
2000,53,57,3,2
2000,53,59,6,1
2000,53,61,54,46
2000,53,63,13,20
2000,53,65,1,1
2000,53,67,2,7
2000,53,73,3,3
2000,53,75,5,7
2000,53,77,1,1
2000,54,3,2,2
2000,54,37,2,3
2000,54,49,1,1
2000,54,59,1,1
2000,54,61,5,6
2000,54,77,1,1
2000,55,9,2,2
2000,55,15,1,1
2000,55,17,1,1
2000,55,21,1,1
2000,55,25,48,62
2000,55,35,2,3
2000,55,43,2,1
2000,55,55,5,3
2000,55,59,2,2
2000,55,63,1,3
2000,55,79,43,45
2000,55,87,1,1
2000,55,89,5,6
2000,55,93,2,2
2000,55,95,1,1
2000,55,101,5,5
2000,55,109,6,5
2000,55,127,1,1
2000,55,131,6,6
2000,55,133,81,96
2000,55,139,3,5
2000,56,1,3,3
2000,56,21,1,1
2000,56,39,3,3
2000,56,41,1,1
2000,72,61,1,1
2000,72,127,1,4
2000,72,143,1,1
2001,1,15,1,1
2001,1,31,3,1
2001,1,73,13,12
2001,1,83,5,3
2001,1,89,24,37
2001,1,95,1,1
2001,1,109,1,1
2001,1,117,2,1
2001,1,125,3,3
2001,2,90,1,1
2001,2,170,1,1
2001,4,3,1,1
2001,4,5,3,3
2001,4,13,173,274
2001,4,19,66,108
2001,4,21,1,1
2001,4,25,1,2
2001,5,7,2,2
2001,5,9,2,3
2001,5,31,1,1
2001,5,45,1,2
2001,5,69,1,3
2001,5,85,2,2
2001,5,93,1,1
2001,5,103,1,1
2001,5,119,7,9
2001,6,1,663,618
2001,6,5,1,1
2001,6,7,2,2
2001,6,13,152,136
2001,6,17,26,16
2001,6,19,7,6
2001,6,23,2,2
2001,6,27,4,4
2001,6,29,6,10
2001,6,37,483,639
2001,6,39,1,1
2001,6,41,79,69
2001,6,45,3,3
2001,6,47,4,3
2001,6,51,1,1
2001,6,53,18,18
2001,6,55,6,4
2001,6,57,8,7
2001,6,59,309,367
2001,6,61,38,31
2001,6,63,5,4
2001,6,65,60,56
2001,6,67,57,64
2001,6,69,9,4
2001,6,71,24,21
2001,6,73,429,639
2001,6,75,441,378
2001,6,77,5,4
2001,6,79,16,14
2001,6,81,852,727
2001,6,83,59,74
2001,6,85,2505,3063
2001,6,87,88,101
2001,6,89,3,3
2001,6,93,1,1
2001,6,95,5,6
2001,6,97,30,45
2001,6,99,9,2
2001,6,103,1,1
2001,6,107,2,2
2001,6,111,46,47
2001,6,113,11,12
2001,8,1,48,38
2001,8,5,35,44
2001,8,13,180,213
2001,8,14,20,16
2001,8,15,1,1
2001,8,31,54,43
2001,8,35,28,30
2001,8,37,1,1
2001,8,39,1,1
2001,8,41,44,70
2001,8,59,33,41
2001,8,69,162,189
2001,8,91,1,1
2001,8,93,1,1
2001,8,97,2,2
2001,8,101,2,1
2001,8,107,3,3
2001,8,119,7,6
2001,8,123,35,29
2001,9,1,199,198
2001,9,3,53,69
2001,9,5,30,18
2001,9,7,13,15
2001,9,9,68,72
2001,9,11,17,21
2001,9,13,13,11
2001,9,15,4,4
2001,10,3,28,40
2001,10,5,1,1
2001,11,1,49,37
2001,12,1,13,17
2001,12,5,2,2
2001,12,9,27,31
2001,12,11,69,76
2001,12,15,1,1
2001,12,19,1,1
2001,12,21,2,2
2001,12,31,22,30
2001,12,33,4,4
2001,12,37,1,1
2001,12,53,2,2
2001,12,57,18,22
2001,12,69,1,1
2001,12,71,4,5
2001,12,73,3,3
2001,12,81,6,7
2001,12,85,4,4
2001,12,86,28,31
2001,12,87,3,3
2001,12,89,2,1
2001,12,91,3,5
2001,12,95,37,52
2001,12,97,4,4
2001,12,99,88,84
2001,12,101,4,2
2001,12,103,11,10
2001,12,105,4,6
2001,12,107,2,1
2001,12,109,6,6
2001,12,113,1,1
2001,12,115,12,11
2001,12,117,22,29
2001,12,127,7,6
2001,13,11,1,1
2001,13,21,3,5
2001,13,31,1,1
2001,13,43,1,1
2001,13,57,13,12
2001,13,59,3,3
2001,13,63,5,3
2001,13,67,94,81
2001,13,77,12,4
2001,13,89,53,43
2001,13,95,1,1
2001,13,97,3,3
2001,13,113,6,8
2001,13,117,12,14
2001,13,121,189,208
2001,13,127,1,1
2001,13,135,102,97
2001,13,139,1,1
2001,13,151,3,3
2001,13,153,1,1
2001,13,157,1,1
2001,13,185,1,1
2001,13,215,1,4
2001,13,217,2,2
2001,13,219,1,3
2001,13,223,1,1
2001,13,247,18,5
2001,13,277,1,3
2001,13,285,2,4
2001,13,297,1,1
2001,15,1,1,1
2001,15,3,14,24
2001,15,9,1,1
2001,16,1,193,206
2001,16,5,1,1
2001,16,15,1,1
2001,16,19,8,17
2001,16,27,9,9
2001,16,45,1,1
2001,16,51,2,1
2001,16,55,2,1
2001,16,57,1,3
2001,16,73,1,1
2001,16,75,1,1
2001,17,19,40,47
2001,17,27,1,1
2001,17,31,250,324
2001,17,37,2,1
2001,17,43,117,108
2001,17,47,1,1
2001,17,57,1,1
2001,17,65,7,5
2001,17,73,1,1
2001,17,77,2,1
2001,17,89,31,32
2001,17,91,4,4
2001,17,93,2,2
2001,17,97,64,59
2001,17,99,2,2
2001,17,111,21,21
2001,17,113,2,2
2001,17,115,3,4
2001,17,119,5,7
2001,17,123,1,1
2001,17,135,1,1
2001,17,141,1,1
2001,17,143,8,11
2001,17,161,1,1
2001,17,163,1,1
2001,17,167,2,2
2001,17,177,1,1
2001,17,179,9,12
2001,17,183,1,1
2001,17,189,1,1
2001,17,195,1,1
2001,17,197,11,12
2001,17,199,1,1
2001,17,201,4,4
2001,17,203,4,4
2001,18,3,12,15
2001,18,5,8,16
2001,18,11,3,5
2001,18,19,3,1
2001,18,29,1,1
2001,18,31,1,1
2001,18,35,1,2
2001,18,37,2,1
2001,18,39,1,4
2001,18,43,2,2
2001,18,45,1,2
2001,18,53,2,1
2001,18,57,16,29
2001,18,59,5,5
2001,18,61,1,1
2001,18,63,8,7
2001,18,67,1,2
2001,18,69,1,1
2001,18,81,3,4
2001,18,89,5,7
2001,18,91,2,2
2001,18,95,1,1
2001,18,97,26,30
2001,18,103,1,1
2001,18,105,2,2
2001,18,109,2,2
2001,18,133,1,1
2001,18,137,2,2
2001,18,141,8,7
2001,18,145,1,1
2001,18,157,19,27
2001,18,163,1,1
2001,18,167,1,1
2001,18,183,1,1
2001,19,11,1,1
2001,19,13,4,4
2001,19,19,1,1
2001,19,47,1,1
2001,19,49,1,1
2001,19,55,1,1
2001,19,57,1,1
2001,19,79,1,1
2001,19,83,1,1
2001,19,95,1,1
2001,19,97,1,1
2001,19,99,1,1
2001,19,103,5,7
2001,19,105,1,1
2001,19,113,14,25
2001,19,121,2,2
2001,19,125,1,3
2001,19,127,3,5
2001,19,139,2,2
2001,19,153,12,13
2001,19,155,1,1
2001,19,163,5,4
2001,19,169,12,26
2001,19,181,2,2
2001,19,189,1,2
2001,19,193,6,6
2001,20,15,2,3
2001,20,35,1,1
2001,20,37,1,4
2001,20,45,3,4
2001,20,79,1,1
2001,20,87,1,1
2001,20,91,41,64
2001,20,143,2,1
2001,20,161,1,1
2001,20,169,1,1
2001,20,173,11,20
2001,20,177,1,1
2001,20,209,1,1
2001,21,1,2,2
2001,21,15,1,1
2001,21,29,1,1
2001,21,33,1,1
2001,21,37,1,1
2001,21,53,1,1
2001,21,59,2,1
2001,21,67,18,27
2001,21,73,1,1
2001,21,103,2,1
2001,21,107,1,2
2001,21,111,15,30
2001,21,117,2,2
2001,21,179,1,1
2001,21,197,1,1
2001,21,209,2,2
2001,21,211,2,2
2001,21,217,1,1
2001,21,227,1,1
2001,21,239,3,3
2001,22,15,1,1
2001,22,17,4,3
2001,22,19,1,1
2001,22,33,4,4
2001,22,51,5,5
2001,22,55,2,2
2001,22,61,2,2
2001,22,63,1,1
2001,22,71,6,8
2001,22,103,5,7
2001,23,5,1,1
2001,23,9,1,1
2001,23,17,5,4
2001,23,19,2,1
2001,24,3,29,32
2001,24,5,16,18
2001,24,9,10,8
2001,24,13,14,15
2001,24,15,7,7
2001,24,17,3,4
2001,24,19,1,1
2001,24,21,13,13
2001,24,25,10,12
2001,24,27,47,54
2001,24,29,1,1
2001,24,31,169,212
2001,24,33,31,30
2001,24,37,3,5
2001,24,43,1,1
2001,24,510,21,28
2001,25,1,15,17
2001,25,3,6,7
2001,25,5,22,28
2001,25,7,2,3
2001,25,9,113,112
2001,25,11,3,3
2001,25,13,8,8
2001,25,15,9,7
2001,25,17,706,941
2001,25,21,187,171
2001,25,23,13,13
2001,25,25,95,97
2001,25,27,129,115
2001,26,1,2,1
2001,26,5,3,3
2001,26,17,1,1
2001,26,21,2,3
2001,26,23,1,1
2001,26,27,2,2
2001,26,31,1,1
2001,26,35,1,1
2001,26,37,1,1
2001,26,45,1,1
2001,26,49,18,19
2001,26,51,1,1
2001,26,53,1,1
2001,26,55,4,6
2001,26,65,15,15
2001,26,71,2,2
2001,26,73,1,1
2001,26,75,2,2
2001,26,77,6,8
2001,26,81,10,11
2001,26,87,2,2
2001,26,91,3,3
2001,26,93,15,13
2001,26,99,30,36
2001,26,103,2,2
2001,26,107,3,3
2001,26,111,3,5
2001,26,113,1,1
2001,26,115,2,2
2001,26,121,1,1
2001,26,125,147,183
2001,26,133,1,1
2001,26,137,2,2
2001,26,139,16,19
2001,26,145,11,13
2001,26,147,2,2
2001,26,149,5,5
2001,26,155,1,1
2001,26,157,2,2
2001,26,159,1,1
2001,26,161,99,112
2001,26,163,89,97
2001,26,165,3,3
2001,27,3,33,31
2001,27,19,12,12
2001,27,21,1,1
2001,27,25,3,3
2001,27,33,32,33
2001,27,37,53,53
2001,27,39,16,11
2001,27,45,3,2
2001,27,49,12,10
2001,27,53,144,183
2001,27,67,1,3
2001,27,75,2,2
2001,27,79,1,1
2001,27,85,2,4
2001,27,109,146,193
2001,27,121,1,1
2001,27,123,67,52
2001,27,137,5,4
2001,27,139,10,12
2001,27,141,1,1
2001,27,145,2,2
2001,27,147,2,2
2001,27,157,3,3
2001,27,163,37,44
2001,27,169,1,1
2001,27,171,11,11
2001,28,19,1,1
2001,28,25,1,1
2001,28,45,3,4
2001,28,47,1,1
2001,28,49,1,1
2001,28,59,1,1
2001,28,81,1,1
2001,28,105,2,2
2001,28,109,1,1
2001,28,121,1,1
2001,29,3,1,2
2001,29,19,2,3
2001,29,23,1,1
2001,29,37,2,2
2001,29,47,4,5
2001,29,49,1,1
